measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,sort_order,level,parent_id,selectable,value
1,percent who trust in government,67,Japan,1,Male,1,18 to 39,1.1,1,35,1,0.139699027
1,percent who trust in government,130,Mexico,1,Male,1,18 to 39,1.1,1,35,1,0.307127172
1,percent who trust in government,214,Nigeria,1,Male,1,18 to 39,1.1,1,35,1,0.370087157
1,percent who trust in government,123,Peru,1,Male,1,18 to 39,1.1,1,35,1,0.145643129
1,percent who trust in government,16,Philippines,1,Male,1,18 to 39,1.1,1,35,1,0.377125764
1,percent who trust in government,51,Poland,1,Male,1,18 to 39,1.1,1,35,1,0.053591303
1,percent who trust in government,196,South Africa,1,Male,1,18 to 39,1.1,1,35,1,0.252740124
1,percent who trust in government,92,Spain,1,Male,1,18 to 39,1.1,1,35,1,0.17555472
1,percent who trust in government,155,Türkiye,1,Male,1,18 to 39,1.1,1,35,1,0.35823318
1,percent who trust in government,95,United Kingdom,1,Male,1,18 to 39,1.1,1,35,1,0.122534737
1,percent who trust in government,102,United States of America,1,Male,1,18 to 39,1.1,1,35,1,0.189882334
1,percent who trust in government,20,Viet Nam,1,Male,1,18 to 39,1.1,1,35,1,0.543255828
1,percent who trust in government,97,Argentina,1,Male,2,40 plus,1.1,1,35,1,0.156730102
1,percent who trust in government,135,Brazil,1,Male,2,40 plus,1.1,1,35,1,0.215577873
1,percent who trust in government,98,Chile,1,Male,2,40 plus,1.1,1,35,1,0.143808421
1,percent who trust in government,125,Colombia,1,Male,2,40 plus,1.1,1,35,1,0.197091647
1,percent who trust in government,141,Egypt,1,Male,2,40 plus,1.1,1,35,1,0.384758978
1,percent who trust in government,81,Germany,1,Male,2,40 plus,1.1,1,35,1,0.114099061
1,percent who trust in government,163,India,1,Male,2,40 plus,1.1,1,35,1,0.498894086
1,percent who trust in government,11,Indonesia,1,Male,2,40 plus,1.1,1,35,1,0.297316807
1,percent who trust in government,86,Italy,1,Male,2,40 plus,1.1,1,35,1,0.129942719
1,percent who trust in government,67,Japan,1,Male,2,40 plus,1.1,1,35,1,0.072515352
1,percent who trust in government,130,Mexico,1,Male,2,40 plus,1.1,1,35,1,0.398813953
1,percent who trust in government,214,Nigeria,1,Male,2,40 plus,1.1,1,35,1,0.210693552
1,percent who trust in government,123,Peru,1,Male,2,40 plus,1.1,1,35,1,0.086837283
1,percent who trust in government,16,Philippines,1,Male,2,40 plus,1.1,1,35,1,0.345223501
1,percent who trust in government,51,Poland,1,Male,2,40 plus,1.1,1,35,1,0.178271272
1,percent who trust in government,196,South Africa,1,Male,2,40 plus,1.1,1,35,1,0.193880552
1,percent who trust in government,92,Spain,1,Male,2,40 plus,1.1,1,35,1,0.161616095
1,percent who trust in government,155,Türkiye,1,Male,2,40 plus,1.1,1,35,1,0.35348646
1,percent who trust in government,95,United Kingdom,1,Male,2,40 plus,1.1,1,35,1,0.107498423
1,percent who trust in government,102,United States of America,1,Male,2,40 plus,1.1,1,35,1,0.186065058
1,percent who trust in government,20,Viet Nam,1,Male,2,40 plus,1.1,1,35,1,0.479878654
1,percent who trust in government,97,Argentina,5,All,1,18 to 39,1.1,1,35,1,0.154457961
1,percent who trust in government,135,Brazil,5,All,1,18 to 39,1.1,1,35,1,0.159596412
1,percent who trust in government,98,Chile,5,All,1,18 to 39,1.1,1,35,1,0.139282804
1,percent who trust in government,125,Colombia,5,All,1,18 to 39,1.1,1,35,1,0.184294819
1,percent who trust in government,141,Egypt,5,All,1,18 to 39,1.1,1,35,1,0.455682535
1,percent who trust in government,81,Germany,5,All,1,18 to 39,1.1,1,35,1,0.181187394
1,percent who trust in government,163,India,5,All,1,18 to 39,1.1,1,35,1,0.419865556
1,percent who trust in government,11,Indonesia,5,All,1,18 to 39,1.1,1,35,1,0.231313141
1,percent who trust in government,86,Italy,5,All,1,18 to 39,1.1,1,35,1,0.077816632
1,percent who trust in government,67,Japan,5,All,1,18 to 39,1.1,1,35,1,0.106879514
1,percent who trust in government,130,Mexico,5,All,1,18 to 39,1.1,1,35,1,0.286861094
1,percent who trust in government,214,Nigeria,5,All,1,18 to 39,1.1,1,35,1,0.328660087
1,percent who trust in government,123,Peru,5,All,1,18 to 39,1.1,1,35,1,0.16363168
1,percent who trust in government,16,Philippines,5,All,1,18 to 39,1.1,1,35,1,0.35684558
1,percent who trust in government,51,Poland,5,All,1,18 to 39,1.1,1,35,1,0.047581834
1,percent who trust in government,196,South Africa,5,All,1,18 to 39,1.1,1,35,1,0.242651108
1,percent who trust in government,92,Spain,5,All,1,18 to 39,1.1,1,35,1,0.167610777
1,percent who trust in government,155,Türkiye,5,All,1,18 to 39,1.1,1,35,1,0.320087478
1,percent who trust in government,95,United Kingdom,5,All,1,18 to 39,1.1,1,35,1,0.112380089
1,percent who trust in government,102,United States of America,5,All,1,18 to 39,1.1,1,35,1,0.200428554
1,percent who trust in government,20,Viet Nam,5,All,1,18 to 39,1.1,1,35,1,0.513294224
1,percent who trust in government,97,Argentina,5,All,2,40 plus,1.1,1,35,1,0.16338501
1,percent who trust in government,135,Brazil,5,All,2,40 plus,1.1,1,35,1,0.190657064
1,percent who trust in government,98,Chile,5,All,2,40 plus,1.1,1,35,1,0.148590757
1,percent who trust in government,125,Colombia,5,All,2,40 plus,1.1,1,35,1,0.183506436
1,percent who trust in government,141,Egypt,5,All,2,40 plus,1.1,1,35,1,0.403679378
1,percent who trust in government,81,Germany,5,All,2,40 plus,1.1,1,35,1,0.095742789
1,percent who trust in government,163,India,5,All,2,40 plus,1.1,1,35,1,0.457692877
1,percent who trust in government,11,Indonesia,5,All,2,40 plus,1.1,1,35,1,0.277210644
1,percent who trust in government,86,Italy,5,All,2,40 plus,1.1,1,35,1,0.099375449
1,percent who trust in government,67,Japan,5,All,2,40 plus,1.1,1,35,1,0.056925363
1,percent who trust in government,130,Mexico,5,All,2,40 plus,1.1,1,35,1,0.348538126
1,percent who trust in government,214,Nigeria,5,All,2,40 plus,1.1,1,35,1,0.156471724
1,percent who trust in government,123,Peru,5,All,2,40 plus,1.1,1,35,1,0.078278923
1,percent who trust in government,16,Philippines,5,All,2,40 plus,1.1,1,35,1,0.31570518
1,percent who trust in government,51,Poland,5,All,2,40 plus,1.1,1,35,1,0.149416298
1,percent who trust in government,196,South Africa,5,All,2,40 plus,1.1,1,35,1,0.185256935
1,percent who trust in government,92,Spain,5,All,2,40 plus,1.1,1,35,1,0.162334804
1,percent who trust in government,155,Türkiye,5,All,2,40 plus,1.1,1,35,1,0.305551592
1,percent who trust in government,95,United Kingdom,5,All,2,40 plus,1.1,1,35,1,0.087570302
1,percent who trust in government,102,United States of America,5,All,2,40 plus,1.1,1,35,1,0.168936934
1,percent who trust in government,20,Viet Nam,5,All,2,40 plus,1.1,1,35,1,0.479857792
1,percent who trust in government,97,Argentina,2,Female,3,All,1.1,1,35,1,0.169871611
1,percent who trust in government,135,Brazil,2,Female,3,All,1.1,1,35,1,0.166014184
1,percent who trust in government,98,Chile,2,Female,3,All,1.1,1,35,1,0.141769126
1,percent who trust in government,125,Colombia,2,Female,3,All,1.1,1,35,1,0.186387691
1,percent who trust in government,141,Egypt,2,Female,3,All,1.1,1,35,1,0.440145017
1,percent who trust in government,81,Germany,2,Female,3,All,1.1,1,35,1,0.093187331
1,percent who trust in government,163,India,2,Female,3,All,1.1,1,35,1,0.371848731
1,percent who trust in government,11,Indonesia,2,Female,3,All,1.1,1,35,1,0.220303584
1,percent who trust in government,86,Italy,2,Female,3,All,1.1,1,35,1,0.070472345
1,percent who trust in government,67,Japan,2,Female,3,All,1.1,1,35,1,0.047251429
1,percent who trust in government,130,Mexico,2,Female,3,All,1.1,1,35,1,0.289807859
1,percent who trust in government,214,Nigeria,2,Female,3,All,1.1,1,35,1,0.224259952
1,percent who trust in government,123,Peru,2,Female,3,All,1.1,1,35,1,0.133521672
1,percent who trust in government,16,Philippines,2,Female,3,All,1.1,1,35,1,0.324534818
1,percent who trust in government,51,Poland,2,Female,3,All,1.1,1,35,1,0.094120768
1,percent who trust in government,196,South Africa,2,Female,3,All,1.1,1,35,1,0.208197869
1,percent who trust in government,92,Spain,2,Female,3,All,1.1,1,35,1,0.160951733
1,percent who trust in government,155,Türkiye,2,Female,3,All,1.1,1,35,1,0.263699736
1,percent who trust in government,95,United Kingdom,2,Female,3,All,1.1,1,35,1,0.082589873
1,percent who trust in government,102,United States of America,2,Female,3,All,1.1,1,35,1,0.180611674
1,percent who trust in government,20,Viet Nam,2,Female,3,All,1.1,1,35,1,0.492446974
1,percent who trust in government,97,Argentina,1,Male,3,All,1.1,1,35,1,0.148433398
1,percent who trust in government,135,Brazil,1,Male,3,All,1.1,1,35,1,0.18457154
1,percent who trust in government,98,Chile,1,Male,3,All,1.1,1,35,1,0.145069522
1,percent who trust in government,125,Colombia,1,Male,3,All,1.1,1,35,1,0.185957922
1,percent who trust in government,141,Egypt,1,Male,3,All,1.1,1,35,1,0.437196279
1,percent who trust in government,81,Germany,1,Male,3,All,1.1,1,35,1,0.152056865
1,percent who trust in government,163,India,1,Male,3,All,1.1,1,35,1,0.480075302
1,percent who trust in government,11,Indonesia,1,Male,3,All,1.1,1,35,1,0.280766216
1,percent who trust in government,86,Italy,1,Male,3,All,1.1,1,35,1,0.116359353
1,percent who trust in government,67,Japan,1,Male,3,All,1.1,1,35,1,0.089512763
1,percent who trust in government,130,Mexico,1,Male,3,All,1.1,1,35,1,0.349354065
1,percent who trust in government,214,Nigeria,1,Male,3,All,1.1,1,35,1,0.33228428
1,percent who trust in government,123,Peru,1,Male,3,All,1.1,1,35,1,0.116768599
1,percent who trust in government,16,Philippines,1,Male,3,All,1.1,1,35,1,0.364355501
1,percent who trust in government,51,Poland,1,Male,3,All,1.1,1,35,1,0.128856992
1,percent who trust in government,196,South Africa,1,Male,3,All,1.1,1,35,1,0.230271977
1,percent who trust in government,92,Spain,1,Male,3,All,1.1,1,35,1,0.165885333
1,percent who trust in government,155,Türkiye,1,Male,3,All,1.1,1,35,1,0.355815878
1,percent who trust in government,95,United Kingdom,1,Male,3,All,1.1,1,35,1,0.11337298
1,percent who trust in government,102,United States of America,1,Male,3,All,1.1,1,35,1,0.187667595
1,percent who trust in government,20,Viet Nam,1,Male,3,All,1.1,1,35,1,0.513905242
1,percent who trust in government,97,Argentina,5,All,3,All,1.1,1,35,1,0.159164201
1,percent who trust in government,135,Brazil,5,All,3,All,1.1,1,35,1,0.175573767
1,percent who trust in government,98,Chile,5,All,3,All,1.1,1,35,1,0.144548909
1,percent who trust in government,125,Colombia,5,All,3,All,1.1,1,35,1,0.183892195
1,percent who trust in government,141,Egypt,5,All,3,All,1.1,1,35,1,0.437056836
1,percent who trust in government,81,Germany,5,All,3,All,1.1,1,35,1,0.124715872
1,percent who trust in government,163,India,5,All,3,All,1.1,1,35,1,0.428679481
1,percent who trust in government,11,Indonesia,5,All,3,All,1.1,1,35,1,0.249447527
1,percent who trust in government,86,Italy,5,All,3,All,1.1,1,35,1,0.093209089
1,percent who trust in government,67,Japan,5,All,3,All,1.1,1,35,1,0.068906371
1,percent who trust in government,130,Mexico,5,All,3,All,1.1,1,35,1,0.316214874
1,percent who trust in government,214,Nigeria,5,All,3,All,1.1,1,35,1,0.285771085
1,percent who trust in government,123,Peru,5,All,3,All,1.1,1,35,1,0.123757546
1,percent who trust in government,16,Philippines,5,All,3,All,1.1,1,35,1,0.340604194
1,percent who trust in government,51,Poland,5,All,3,All,1.1,1,35,1,0.112257539
1,percent who trust in government,196,South Africa,5,All,3,All,1.1,1,35,1,0.21901413
1,percent who trust in government,92,Spain,5,All,3,All,1.1,1,35,1,0.163918362
1,percent who trust in government,155,Türkiye,5,All,3,All,1.1,1,35,1,0.312387004
1,percent who trust in government,95,United Kingdom,5,All,3,All,1.1,1,35,1,0.09733973
1,percent who trust in government,102,United States of America,5,All,3,All,1.1,1,35,1,0.18251747
1,percent who trust in government,20,Viet Nam,5,All,3,All,1.1,1,35,1,0.498220641
2,percent who trust in international health organizations,97,Argentina,2,Female,1,18 to 39,1.2,1,35,1,0.294876893
2,percent who trust in international health organizations,135,Brazil,2,Female,1,18 to 39,1.2,1,35,1,0.262887416
2,percent who trust in international health organizations,98,Chile,2,Female,1,18 to 39,1.2,1,35,1,0.227287457
2,percent who trust in international health organizations,125,Colombia,2,Female,1,18 to 39,1.2,1,35,1,0.264018112
2,percent who trust in international health organizations,141,Egypt,2,Female,1,18 to 39,1.2,1,35,1,0.371035546
2,percent who trust in international health organizations,81,Germany,2,Female,1,18 to 39,1.2,1,35,1,0.231771945
2,percent who trust in international health organizations,163,India,2,Female,1,18 to 39,1.2,1,35,1,0.296968398
2,percent who trust in international health organizations,11,Indonesia,2,Female,1,18 to 39,1.2,1,35,1,0.229197132
2,percent who trust in international health organizations,86,Italy,2,Female,1,18 to 39,1.2,1,35,1,0.219138348
2,percent who trust in international health organizations,67,Japan,2,Female,1,18 to 39,1.2,1,35,1,0.212246074
2,percent who trust in international health organizations,130,Mexico,2,Female,1,18 to 39,1.2,1,35,1,0.303289908
2,percent who trust in international health organizations,214,Nigeria,2,Female,1,18 to 39,1.2,1,35,1,0.436087464
2,percent who trust in international health organizations,123,Peru,2,Female,1,18 to 39,1.2,1,35,1,0.261806122
2,percent who trust in international health organizations,16,Philippines,2,Female,1,18 to 39,1.2,1,35,1,0.409403472
2,percent who trust in international health organizations,51,Poland,2,Female,1,18 to 39,1.2,1,35,1,0.224942613
2,percent who trust in international health organizations,196,South Africa,2,Female,1,18 to 39,1.2,1,35,1,0.359044128
2,percent who trust in international health organizations,92,Spain,2,Female,1,18 to 39,1.2,1,35,1,0.28042185
2,percent who trust in international health organizations,155,Türkiye,2,Female,1,18 to 39,1.2,1,35,1,0.245857148
2,percent who trust in international health organizations,95,United Kingdom,2,Female,1,18 to 39,1.2,1,35,1,0.293065516
2,percent who trust in international health organizations,102,United States of America,2,Female,1,18 to 39,1.2,1,35,1,0.327636743
2,percent who trust in international health organizations,20,Viet Nam,2,Female,1,18 to 39,1.2,1,35,1,0.295117641
2,percent who trust in international health organizations,97,Argentina,2,Female,2,40 plus,1.2,1,35,1,0.311125604
2,percent who trust in international health organizations,135,Brazil,2,Female,2,40 plus,1.2,1,35,1,0.305838551
2,percent who trust in international health organizations,98,Chile,2,Female,2,40 plus,1.2,1,35,1,0.231056187
2,percent who trust in international health organizations,125,Colombia,2,Female,2,40 plus,1.2,1,35,1,0.245163868
2,percent who trust in international health organizations,141,Egypt,2,Female,2,40 plus,1.2,1,35,1,0.331692513
2,percent who trust in international health organizations,81,Germany,2,Female,2,40 plus,1.2,1,35,1,0.163056539
2,percent who trust in international health organizations,163,India,2,Female,2,40 plus,1.2,1,35,1,0.308653235
2,percent who trust in international health organizations,11,Indonesia,2,Female,2,40 plus,1.2,1,35,1,0.221508903
2,percent who trust in international health organizations,86,Italy,2,Female,2,40 plus,1.2,1,35,1,0.157998177
2,percent who trust in international health organizations,67,Japan,2,Female,2,40 plus,1.2,1,35,1,0.130157059
2,percent who trust in international health organizations,130,Mexico,2,Female,2,40 plus,1.2,1,35,1,0.322151569
2,percent who trust in international health organizations,214,Nigeria,2,Female,2,40 plus,1.2,1,35,1,0.532159399
2,percent who trust in international health organizations,123,Peru,2,Female,2,40 plus,1.2,1,35,1,0.229249205
2,percent who trust in international health organizations,16,Philippines,2,Female,2,40 plus,1.2,1,35,1,0.326649081
2,percent who trust in international health organizations,51,Poland,2,Female,2,40 plus,1.2,1,35,1,0.150562204
2,percent who trust in international health organizations,196,South Africa,2,Female,2,40 plus,1.2,1,35,1,0.298894314
2,percent who trust in international health organizations,92,Spain,2,Female,2,40 plus,1.2,1,35,1,0.267634059
2,percent who trust in international health organizations,155,Türkiye,2,Female,2,40 plus,1.2,1,35,1,0.194523714
2,percent who trust in international health organizations,95,United Kingdom,2,Female,2,40 plus,1.2,1,35,1,0.245705645
2,percent who trust in international health organizations,102,United States of America,2,Female,2,40 plus,1.2,1,35,1,0.271982888
2,percent who trust in international health organizations,20,Viet Nam,2,Female,2,40 plus,1.2,1,35,1,0.308719207
2,percent who trust in international health organizations,97,Argentina,1,Male,1,18 to 39,1.2,1,35,1,0.275984919
2,percent who trust in international health organizations,135,Brazil,1,Male,1,18 to 39,1.2,1,35,1,0.298048688
2,percent who trust in international health organizations,98,Chile,1,Male,1,18 to 39,1.2,1,35,1,0.244800702
2,percent who trust in international health organizations,125,Colombia,1,Male,1,18 to 39,1.2,1,35,1,0.295368945
2,percent who trust in international health organizations,141,Egypt,1,Male,1,18 to 39,1.2,1,35,1,0.35692843
2,percent who trust in international health organizations,81,Germany,1,Male,1,18 to 39,1.2,1,35,1,0.271370879
2,percent who trust in international health organizations,163,India,1,Male,1,18 to 39,1.2,1,35,1,0.284235656
2,percent who trust in international health organizations,11,Indonesia,1,Male,1,18 to 39,1.2,1,35,1,0.264127528
2,percent who trust in international health organizations,86,Italy,1,Male,1,18 to 39,1.2,1,35,1,0.293337101
2,percent who trust in international health organizations,67,Japan,1,Male,1,18 to 39,1.2,1,35,1,0.232287036
2,percent who trust in international health organizations,130,Mexico,1,Male,1,18 to 39,1.2,1,35,1,0.310577405
2,percent who trust in international health organizations,214,Nigeria,1,Male,1,18 to 39,1.2,1,35,1,0.514429667
2,percent who trust in international health organizations,123,Peru,1,Male,1,18 to 39,1.2,1,35,1,0.231095616
2,percent who trust in international health organizations,16,Philippines,1,Male,1,18 to 39,1.2,1,35,1,0.348615252
2,percent who trust in international health organizations,51,Poland,1,Male,1,18 to 39,1.2,1,35,1,0.209780849
2,percent who trust in international health organizations,196,South Africa,1,Male,1,18 to 39,1.2,1,35,1,0.33580115
2,percent who trust in international health organizations,92,Spain,1,Male,1,18 to 39,1.2,1,35,1,0.276387244
2,percent who trust in international health organizations,155,Türkiye,1,Male,1,18 to 39,1.2,1,35,1,0.244953408
2,percent who trust in international health organizations,95,United Kingdom,1,Male,1,18 to 39,1.2,1,35,1,0.282576738
2,percent who trust in international health organizations,102,United States of America,1,Male,1,18 to 39,1.2,1,35,1,0.286170234
2,percent who trust in international health organizations,20,Viet Nam,1,Male,1,18 to 39,1.2,1,35,1,0.301224433
2,percent who trust in international health organizations,97,Argentina,1,Male,2,40 plus,1.2,1,35,1,0.322112138
2,percent who trust in international health organizations,135,Brazil,1,Male,2,40 plus,1.2,1,35,1,0.340285004
2,percent who trust in international health organizations,98,Chile,1,Male,2,40 plus,1.2,1,35,1,0.266111797
2,percent who trust in international health organizations,125,Colombia,1,Male,2,40 plus,1.2,1,35,1,0.286211168
2,percent who trust in international health organizations,141,Egypt,1,Male,2,40 plus,1.2,1,35,1,0.299055958
2,percent who trust in international health organizations,81,Germany,1,Male,2,40 plus,1.2,1,35,1,0.193037807
2,percent who trust in international health organizations,163,India,1,Male,2,40 plus,1.2,1,35,1,0.297338512
2,percent who trust in international health organizations,11,Indonesia,1,Male,2,40 plus,1.2,1,35,1,0.212634129
2,percent who trust in international health organizations,86,Italy,1,Male,2,40 plus,1.2,1,35,1,0.216129064
2,percent who trust in international health organizations,67,Japan,1,Male,2,40 plus,1.2,1,35,1,0.154205754
2,percent who trust in international health organizations,130,Mexico,1,Male,2,40 plus,1.2,1,35,1,0.394055798
2,percent who trust in international health organizations,214,Nigeria,1,Male,2,40 plus,1.2,1,35,1,0.493150477
2,percent who trust in international health organizations,123,Peru,1,Male,2,40 plus,1.2,1,35,1,0.209321493
2,percent who trust in international health organizations,16,Philippines,1,Male,2,40 plus,1.2,1,35,1,0.293917268
2,percent who trust in international health organizations,51,Poland,1,Male,2,40 plus,1.2,1,35,1,0.178256335
2,percent who trust in international health organizations,196,South Africa,1,Male,2,40 plus,1.2,1,35,1,0.355600244
2,percent who trust in international health organizations,92,Spain,1,Male,2,40 plus,1.2,1,35,1,0.261139017
2,percent who trust in international health organizations,155,Türkiye,1,Male,2,40 plus,1.2,1,35,1,0.236751139
2,percent who trust in international health organizations,95,United Kingdom,1,Male,2,40 plus,1.2,1,35,1,0.311090016
2,percent who trust in international health organizations,102,United States of America,1,Male,2,40 plus,1.2,1,35,1,0.286749038
2,percent who trust in international health organizations,20,Viet Nam,1,Male,2,40 plus,1.2,1,35,1,0.278448448
2,percent who trust in international health organizations,97,Argentina,5,All,1,18 to 39,1.2,1,35,1,0.283812396
2,percent who trust in international health organizations,135,Brazil,5,All,1,18 to 39,1.2,1,35,1,0.280584668
2,percent who trust in international health organizations,98,Chile,5,All,1,18 to 39,1.2,1,35,1,0.232957526
2,percent who trust in international health organizations,125,Colombia,5,All,1,18 to 39,1.2,1,35,1,0.278768278
2,percent who trust in international health organizations,141,Egypt,5,All,1,18 to 39,1.2,1,35,1,0.363190304
2,percent who trust in international health organizations,81,Germany,5,All,1,18 to 39,1.2,1,35,1,0.25067424
2,percent who trust in international health organizations,163,India,5,All,1,18 to 39,1.2,1,35,1,0.289636062
2,percent who trust in international health organizations,11,Indonesia,5,All,1,18 to 39,1.2,1,35,1,0.24443784
2,percent who trust in international health organizations,86,Italy,5,All,1,18 to 39,1.2,1,35,1,0.254771795
2,percent who trust in international health organizations,67,Japan,5,All,1,18 to 39,1.2,1,35,1,0.223743758
2,percent who trust in international health organizations,130,Mexico,5,All,1,18 to 39,1.2,1,35,1,0.306015034
2,percent who trust in international health organizations,214,Nigeria,5,All,1,18 to 39,1.2,1,35,1,0.481610138
2,percent who trust in international health organizations,123,Peru,5,All,1,18 to 39,1.2,1,35,1,0.243805746
2,percent who trust in international health organizations,16,Philippines,5,All,1,18 to 39,1.2,1,35,1,0.376795874
2,percent who trust in international health organizations,51,Poland,5,All,1,18 to 39,1.2,1,35,1,0.216227411
2,percent who trust in international health organizations,196,South Africa,5,All,1,18 to 39,1.2,1,35,1,0.346021948
2,percent who trust in international health organizations,92,Spain,5,All,1,18 to 39,1.2,1,35,1,0.272698564
2,percent who trust in international health organizations,155,Türkiye,5,All,1,18 to 39,1.2,1,35,1,0.244335642
2,percent who trust in international health organizations,95,United Kingdom,5,All,1,18 to 39,1.2,1,35,1,0.288262925
2,percent who trust in international health organizations,102,United States of America,5,All,1,18 to 39,1.2,1,35,1,0.307844804
2,percent who trust in international health organizations,20,Viet Nam,5,All,1,18 to 39,1.2,1,35,1,0.297803508
2,percent who trust in international health organizations,97,Argentina,5,All,2,40 plus,1.2,1,35,1,0.312668245
2,percent who trust in international health organizations,135,Brazil,5,All,2,40 plus,1.2,1,35,1,0.320548434
2,percent who trust in international health organizations,98,Chile,5,All,2,40 plus,1.2,1,35,1,0.244615116
2,percent who trust in international health organizations,125,Colombia,5,All,2,40 plus,1.2,1,35,1,0.257713723
2,percent who trust in international health organizations,141,Egypt,5,All,2,40 plus,1.2,1,35,1,0.306030975
2,percent who trust in international health organizations,81,Germany,5,All,2,40 plus,1.2,1,35,1,0.182284256
2,percent who trust in international health organizations,163,India,5,All,2,40 plus,1.2,1,35,1,0.302824464
2,percent who trust in international health organizations,11,Indonesia,5,All,2,40 plus,1.2,1,35,1,0.216340346
